,Binding Energy (kJ/mol/OSDA),Host,Guest SMILES,Guests/Cell,ID,Constant,Metric,Theory,Parent ID,Method
8314,-30.217900113150073,GME,CCNCC,5,129674084,P,opt,DFT,87649139,"DFT (opt, P)"
8325,-29.812866528365156,AFI,C[C@@H](CN)CCCN,1,137260377,P,opt,FF,83492533,"FF (opt, P)"
8326,-29.791138035232834,AFI,CNC,1,148085682,V,opt,DFT,83494060,"DFT (opt, V)"
8327,-29.772406174211827,SOD,C1N2CN3CN1CN(C2)C3,1,148085887,V,MD,DFT,87647543,"DFT (MD, V)"
8331,-29.7350533074135,THO,NCCCN,2,137487327,V,MD,FF,83600137,"FF (MD, V)"
8334,-29.655778785604898,AFI,CNC,1,84704458,P,opt,DFT,83494060,"DFT (opt, P)"
8337,-29.631391157172114,RTH,C1CCCNCC1,2,137336156,V,opt,FF,83597302,"FF (opt, V)"
8348,-29.101938875432992,CHA,Cn1ccnc1,7,137440786,P,frz,FF,124289418,"FF (frz, P)"
8353,-28.947943353670855,ACO,NCCN,1,84737015,P,MD,DFT,83510402,"DFT (MD, P)"
8357,-28.84734216479095,RRO,CN,1,84741240,P,MD,DFT,83598647,"DFT (MD, P)"
8367,-28.607059394818005,RRO,CNC,1,148085624,V,MD,DFT,83508740,"DFT (MD, V)"
8372,-28.436169980009986,ACO,NCCN,3,137367740,V,frz,FF,83510407,"FF (frz, V)"
8391,-27.68470927293729,RRO,CN,1,148085661,V,MD,DFT,83598647,"DFT (MD, V)"
8395,-27.5538295106495,RRO,CNC,2,137443659,P,MD,FF,83508743,"FF (MD, P)"
8401,-27.160651150044988,CZP,NCCNCCNCCN,1,137444151,P,frz,FF,83526154,"FF (frz, P)"
8407,-26.90002212027779,AEL,CC(C)NC(C)C,1,137446201,P,frz,FF,87639867,"FF (frz, P)"
8408,-26.810103595012098,LTA,C1COCCOCCOCCOCCOCCN1,1,137448265,P,opt,FF,83490078,"FF (opt, P)"
8414,-26.648655872548538,ZON,c1c[nH]cn1,4,137443644,P,MD,FF,83508379,"FF (MD, P)"
8416,-26.64218895929192,CHA,Cn1ccnc1,7,124450117,P,opt,DFT,124289418,"DFT (opt, P)"
8418,-26.578322227407913,SFN,CCN(CC)CC,2,137440636,V,opt,FF,83533943,"FF (opt, V)"
8419,-26.56922800396094,SOD,CN1CCCC1,1,137352583,V,opt,FF,87648304,"FF (opt, V)"
8421,-26.565078813761655,EAB,C1CCNCC1,3,137440406,P,frz,FF,87644466,"FF (frz, P)"
8424,-26.432713962942845,CHA,Cn1ccnc1,7,137446993,P,frz,FF,124289416,"FF (frz, P)"
8431,-26.175380251304812,SBN,c1ccncc1,2,147618881,P,opt,DFT,83609205,"DFT (opt, P)"
8452,-25.731457584565725,SBN,c1ccncc1,2,84752208,P,opt,DFT,83609204,"DFT (opt, P)"
8454,-25.689690538606765,SSY,C1CCNC1,2,137445873,P,opt,FF,83494370,"FF (opt, P)"
8461,-25.385798940486193,ZON,c1c[nH]cn1,1,137443634,P,opt,FF,83508371,"FF (opt, P)"
8468,-25.098225807351994,CHA,Cn1ccnc1,5,137324976,V,opt,FF,124289420,"FF (opt, V)"
8475,-24.84990598824117,AFI,CNC,1,137340408,V,opt,FF,83494060,"FF (opt, V)"
8479,-24.5870686049679,AFY,CCCCN,1,148085903,V,MD,DFT,83504873,"DFT (MD, V)"
8487,-24.222316286359113,THO,C[C@@H](N)CN,2,137333841,V,opt,FF,83538685,"FF (opt, V)"
8506,-23.376632141354804,GME,CCNCC,5,137448151,V,opt,FF,87649139,"FF (opt, V)"
8508,-23.329497134849493,LAU,C1CCNC1,2,137443625,P,opt,FF,83508366,"FF (opt, P)"
8517,-23.13622182489323,ZON,c1c[nH]cn1,1,137443634,P,MD,FF,83508371,"FF (MD, P)"
8542,-21.874289198505586,SOD,NCCN,1,137444167,P,opt,FF,83528921,"FF (opt, P)"
8544,-21.41337112580395,PHI,C1CNCCN1,7,148501061,V,opt,DFT,83547572,"DFT (opt, V)"
8545,-21.4097876611736,SFN,C1CCCNCCC1,2,137444184,V,opt,FF,83492141,"FF (opt, V)"
8549,-21.313766118062112,ACO,NCCN,3,137351397,V,frz,FF,83510408,"FF (frz, V)"
8556,-21.087029806815224,SOD,C1CN2CCN1CC2,1,137339924,V,frz,FF,83525772,"FF (frz, V)"
8563,-20.920119858904783,SFE,CN(C)c1ccncc1,1,137440807,P,opt,FF,83596186,"FF (opt, P)"
8564,-20.88656998487232,RTH,CN1CCCCC1,2,137440471,V,opt,FF,83596519,"FF (opt, V)"
8565,-20.877424463399528,LOS,CCNCC,3,147919602,P,opt,DFT,87647113,"DFT (opt, P)"
8576,-20.466622005495257,AFI,CNC,1,137340408,V,MD,FF,83494060,"FF (MD, V)"
8577,-20.45010370334376,RTH,CN1CCCCC1,2,137322183,V,opt,FF,83596520,"FF (opt, V)"
8579,-20.38585873388817,SBN,NCCNCCN,1,84718677,P,MD,DFT,83593910,"DFT (MD, P)"
8586,-20.06397670566044,SOD,Cc1ncc[nH]1,1,137362725,V,opt,FF,83550145,"FF (opt, V)"
8587,-19.986691967654878,NAT,NCCN,4,137317645,V,opt,FF,83599537,"FF (opt, V)"
8594,-19.887792589189072,SOD,Cc1ncc[nH]1,1,137440457,V,opt,FF,83550143,"FF (opt, V)"
8598,-19.753471521564,PHI,C1CN2CCN1CC2,1,137441121,V,opt,FF,83595467,"FF (opt, V)"
8599,-19.753471521564,PHI,C1CN2CCN1CC2,1,137370274,V,opt,FF,83595466,"FF (opt, V)"
8608,-19.537149192076253,AFI,CNC,3,137448254,P,frz,FF,83494066,"FF (frz, P)"
8621,-18.78208968404421,SBN,c1ccncc1,2,148085615,V,opt,DFT,83609204,"DFT (opt, V)"
8624,-18.612131765002616,SBN,c1ccncc1,2,148085354,V,opt,DFT,83609205,"DFT (opt, V)"
8626,-18.494160616576302,AFI,C1CN2CCN1CC2,1,137316374,V,opt,FF,83524050,"FF (opt, V)"
8636,-18.068773068470385,AFN,CC(C)N,5,137497210,V,frz,FF,83511939,"FF (frz, V)"
8637,-18.067484628704005,SOD,C1CCNC1,1,137487334,P,MD,FF,83539887,"FF (MD, P)"
8638,-17.995296798852596,AFO,CCCNCCC,1,137440896,P,frz,FF,87638523,"FF (frz, P)"
8644,-17.776249995689216,ZON,c1c[nH]cn1,1,137443629,P,MD,FF,83508369,"FF (MD, P)"
8647,-17.700517756390973,SBN,c1ccncc1,2,148085899,V,opt,DFT,83609203,"DFT (opt, V)"
8664,-17.162190479613592,SAS,CN1CCCN(C)CCN(C)CCCN(C)CC1,1,148390501,V,opt,DFT,83541317,"DFT (opt, V)"
8672,-16.959856116960037,SOD,Cc1ncc[nH]1,2,137440458,V,MD,FF,83550147,"FF (MD, V)"
8692,-16.445904721428988,LTA,C1N2CN3CN1CN(C2)C3,2,137442366,V,frz,FF,83494300,"FF (frz, V)"
8695,-16.34500713206969,SOD,NCCNCCN,1,148374983,V,opt,DFT,87648706,"DFT (opt, V)"
8702,-16.118675832078377,CHA,C1CCNCC1,2,137501653,P,MD,FF,87640073,"FF (MD, P)"
8707,-15.772293967376129,NAT,NCCN,1,84758466,P,MD,DFT,83599530,"DFT (MD, P)"
8716,-15.215425076101285,LOS,CN(C)C,4,147905907,P,opt,DFT,87638609,"DFT (opt, P)"
8718,-15.162955844199175,SOD,Cc1ncc[nH]1,1,137440457,V,MD,FF,83550143,"FF (MD, V)"
8728,-14.79054178994314,LOS,OCCN(CCO)CCO,2,137447151,V,MD,FF,87649149,"FF (MD, V)"
8730,-14.696296286677077,PON,CN,3,137347977,V,opt,FF,83500046,"FF (opt, V)"
8732,-14.488303534507947,OFF,c1ccncc1,3,147916261,P,opt,DFT,87639115,"DFT (opt, P)"
8733,-14.474115464209348,LTA,NC1CCCCC1,3,137317346,V,MD,FF,83508614,"FF (MD, V)"
8741,-14.243402254463469,LOS,CCNCC,3,148408035,V,opt,DFT,87647113,"DFT (opt, V)"
8744,-14.120522451202683,SOD,Cc1ncc[nH]1,1,137362725,V,MD,FF,83550145,"FF (MD, V)"
8745,-14.043620563483161,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,2,147613149,P,opt,DFT,87641751,"DFT (opt, P)"
8759,-13.55641466388873,ACO,NCCN,2,137369344,V,MD,FF,83510404,"FF (MD, V)"
8760,-13.511264649519385,SOD,CN1CCCC1,1,137352583,V,MD,FF,87648304,"FF (MD, V)"
8762,-13.484532541301231,PHI,CN1CCN(C)CC1,2,137355728,V,opt,FF,83521926,"FF (opt, V)"
8770,-13.196783016446554,GME,C1CNCCN1,1,137448175,P,MD,FF,83497297,"FF (MD, P)"
8773,-12.977719292783258,SBN,c1ccncc1,1,148085893,V,MD,DFT,83609201,"DFT (MD, V)"
8781,-12.463295776217576,AWO,C1CCNC1,8,137358525,V,opt,FF,87640186,"FF (opt, V)"
8782,-12.405413179556028,ACO,NCCN,1,137443660,V,MD,FF,83510402,"FF (MD, V)"
8792,-11.61455401155322,AEL,CCNCC,1,137447003,V,opt,FF,87638434,"FF (opt, V)"
8796,-11.529833150253944,LAU,C1CN2CCN1CC2,1,137266889,P,frz,FF,83512333,"FF (frz, P)"
8802,-11.288017261553433,ACO,NCCN,1,148085353,V,MD,DFT,83510402,"DFT (MD, V)"
8804,-11.13505638246607,LTA,C1COCCOCCOCCOCCOCCN1,1,137448265,P,MD,FF,83490078,"FF (MD, P)"
8811,-10.948948410844027,CHA,c1c[nH]cn1,7,137440672,P,MD,FF,87645270,"FF (MD, P)"
8817,-10.842481649794362,LOS,CN(C)C,4,148085904,V,opt,DFT,87638609,"DFT (opt, V)"
8821,-10.73478160445484,SBN,CN,3,137494521,P,frz,FF,83499576,"FF (frz, P)"
8822,-10.690017170900944,SFN,CCN(CC)CC,2,137440636,V,MD,FF,83533943,"FF (MD, V)"
8825,-10.65545330745879,RRO,CNC,1,137443655,P,opt,FF,83508739,"FF (opt, P)"
8826,-10.615925203256303,SBN,CN,3,137448181,P,frz,FF,83499575,"FF (frz, P)"
8830,-10.281257201508401,AFI,CNC,3,137442219,P,frz,FF,83494068,"FF (frz, P)"
8840,-9.568318036494414,SOD,CCN,2,137503094,P,frz,FF,83493432,"FF (frz, P)"
8844,-9.519115832096583,SOD,Cc1ncc[nH]1,2,137440458,V,opt,FF,83550147,"FF (opt, V)"
8865,-8.377805718226009,THO,C[C@H](N)CN,1,147608334,P,MD,DFT,83538681,"DFT (MD, P)"
8894,-6.752865423811344,CHA,Cn1ccnc1,5,137446994,P,frz,FF,124289420,"FF (frz, P)"
8898,-6.6332660856807335,THO,NCCN,1,137224522,P,frz,FF,83519550,"FF (frz, P)"
8903,-6.374496810376022,RTH,C1CNCCN1,2,137361408,V,opt,FF,83545666,"FF (opt, V)"
8907,-6.221666482182773,TON,c1ccncc1,1,137232176,P,frz,FF,83530453,"FF (frz, P)"
8909,-6.056820127632527,SBN,NCCNCCN,1,148085649,V,MD,DFT,83593910,"DFT (MD, V)"
8914,-5.865706133092825,THO,C[C@H](N)CN,1,148085626,V,MD,DFT,83538681,"DFT (MD, V)"
8918,-5.581330346435852,GME,CCN(C)C,4,137242274,P,frz,FF,87640855,"FF (frz, P)"
8922,-5.421672875473735,CGF,c1c[nH]cn1,4,137269375,P,MD,FF,87645206,"FF (MD, P)"
8923,-5.385954696214869,RTH,C1CCNCC1,1,137318957,V,MD,FF,83500854,"FF (MD, V)"
8929,-5.132617560170528,SFN,C1CCCNCCC1,2,137443681,P,MD,FF,83492141,"FF (MD, P)"
8934,-4.890604476772995,RRO,CNC,1,137443655,P,MD,FF,83508739,"FF (MD, P)"
8935,-4.8872452965900415,LOS,c1ccncc1,3,137446156,V,frz,FF,87641097,"FF (frz, V)"
8936,-4.883407914769634,THO,NCCCN,2,137341806,V,opt,FF,83600135,"FF (opt, V)"
8941,-4.694261478538388,CZP,NCCNCCNCCN,1,137325447,V,opt,FF,83526154,"FF (opt, V)"
8946,-4.533967528736044,SOD,Cc1ncc[nH]1,2,137320253,V,opt,FF,83550146,"FF (opt, V)"
8954,-4.125217715527713,SAV,CCN(CC)CC,5,137245471,P,frz,FF,87638479,"FF (frz, P)"
8964,-3.6845158733607537,NAT,NCCN,4,137446139,P,frz,FF,83599537,"FF (frz, P)"
8966,-3.6062467439195953,SBN,c1ccncc1,1,137449351,V,frz,FF,83609202,"FF (frz, V)"
8973,-3.156389296789332,ACO,NCCN,3,137351397,V,MD,FF,83510408,"FF (MD, V)"
8979,-2.8535337020212843,PHI,CN1CCN(C)CC1,2,137354318,V,MD,FF,83521925,"FF (MD, V)"
8987,-2.5487908385412306,RTE,C1C[C@H]2CC[C@@H]1CNC2,1,137440804,P,frz,FF,83596145,"FF (frz, P)"
8992,-2.5236679919966045,SOD,c1ccncc1,1,137446110,P,opt,FF,83596530,"FF (opt, P)"
8995,-2.2600136651502223,SOD,c1c[nH]cn1,2,137223209,P,frz,FF,83497239,"FF (frz, P)"
9000,-1.99087028868436,EAB,C1CN2CCN1CC2,3,137441146,P,frz,FF,87640120,"FF (frz, P)"
9003,-1.877558898588398,SBN,CN,1,137442756,P,frz,FF,83499569,"FF (frz, P)"
9005,-1.8554264239397444,AFY,CCCCN,1,137226060,P,MD,FF,83504878,"FF (MD, P)"
9007,-1.8381031583728862,RRO,CNC,1,137443656,P,opt,FF,83508740,"FF (opt, P)"
9010,-1.7707699158447419,LAU,C1CN2CCN1CC2,1,137275728,P,frz,FF,83512332,"FF (frz, P)"
9011,-1.7584188305607147,SFN,C1CCCNCCC1,1,137442448,V,opt,FF,83492138,"FF (opt, V)"
9016,-1.4482204697710674,SBN,c1ccncc1,1,84739436,P,opt,DFT,83609200,"DFT (opt, P)"
9017,-1.4061933958853163,SBN,c1ccncc1,1,147616392,P,opt,DFT,83609202,"DFT (opt, P)"
9018,-1.4059586684763146,SSY,C1CCNC1,2,137445873,P,MD,FF,83494370,"FF (MD, P)"
9022,-1.338229139392044,GME,C1CNCCN1,1,137448175,P,opt,FF,83497297,"FF (opt, P)"
9026,-0.9783064446231756,ACO,NCCN,3,137367740,V,MD,FF,83510407,"FF (MD, V)"
9034,-0.7242149017904602,MTW,CC(C)CN,2,137442752,P,MD,FF,83499561,"FF (MD, P)"
9041,-0.3764360125580942,MTW,CC(C)CN,2,137442752,P,opt,FF,83499561,"FF (opt, P)"
9046,0.08116971529202383,SOD,c1ccncc1,1,137288367,P,MD,FF,83596532,"FF (MD, P)"
9050,0.32704252602217604,JSW,C1CN2CCN1CC2,4,137446967,P,frz,FF,87646616,"FF (frz, P)"
9052,0.40550474430077577,SOD,NCCNCCN,1,148374983,V,MD,DFT,87648706,"DFT (MD, V)"
9053,0.40683901801330935,SFN,C1CCCNCCC1,2,137443681,P,opt,FF,83492141,"FF (opt, P)"
9069,1.0625223493147218,DFT,NCCN,1,137491028,P,frz,FF,83511924,"FF (frz, P)"
9074,1.260720816986366,CHA,CC(C)NC(C)C,2,137488788,P,MD,FF,87638359,"FF (MD, P)"
9075,1.282405630193621,AEL,CCNCC,1,137897248,P,opt,FF,87638434,"FF (opt, P)"
9080,1.4653466133348032,GME,C[C@@H]1CNC[C@H](C)C1,2,137250002,P,frz,FF,87640361,"FF (frz, P)"
9086,1.6110182135180358,JRY,CCNCC,2,137440544,P,frz,FF,83511741,"FF (frz, P)"
9095,2.146380499040484,AFI,CNC,3,137442219,P,MD,FF,83494068,"FF (MD, P)"
9097,2.2264756588123387,GME,CCNC,5,137447098,P,frz,FF,87644562,"FF (frz, P)"
9099,2.4286733742641577,CGF,c1c[nH]cn1,4,137269375,P,opt,FF,87645206,"FF (opt, P)"
9101,2.5675790671035466,SSY,C1CCNC1,1,137442471,V,MD,FF,83494366,"FF (MD, V)"
9116,3.294109180198416,LEV,C1CCCNCC1,5,137447041,P,MD,FF,87639940,"FF (MD, P)"
9125,3.6584578428924974,OFF,CN(C)C,2,137447033,P,frz,FF,87639396,"FF (frz, P)"
9130,3.7201975100420723,GME,CCN(C)C,3,137261009,P,frz,FF,87640854,"FF (frz, P)"
9132,3.862579282571879,EAB,CCN(CC)CC,3,137440351,P,frz,FF,87648806,"FF (frz, P)"
9137,4.4468938730070215,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,2,148085705,V,opt,DFT,87641751,"DFT (opt, V)"
9145,4.857709854933746,AFI,CNC,3,137448254,P,opt,FF,83494066,"FF (opt, P)"
9156,5.2163136122274265,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,147613681,P,opt,DFT,87641746,"DFT (opt, P)"
9159,5.303911665641709,THO,NCCN,1,137440602,P,frz,FF,83519548,"FF (frz, P)"
9161,5.370624507585482,SBN,c1ccncc1,1,148085598,V,opt,DFT,83609202,"DFT (opt, V)"
9162,5.371042289006687,SBN,c1ccncc1,1,148197747,V,opt,DFT,83609200,"DFT (opt, V)"
9167,5.715366077662923,SOD,Cc1ncc[nH]1,2,137320253,V,MD,FF,83550146,"FF (MD, V)"
9169,5.7391453472601945,ATO,CN(C)C,2,137440734,P,frz,FF,87647523,"FF (frz, P)"
9181,6.416965304579823,RTH,C1CNCCN1,2,137443818,P,opt,FF,83545666,"FF (opt, P)"
9186,6.560039996996891,RRO,CNC,1,137443656,P,MD,FF,83508740,"FF (MD, P)"
9189,6.783098903860526,SOD,c1ccncc1,1,137446110,P,MD,FF,83596530,"FF (MD, P)"
9206,7.739112593141815,LOS,CCCN,3,137447011,V,frz,FF,87645041,"FF (frz, V)"
9209,7.977382477044304,PHI,C1CN2CCN1CC2,1,137370274,V,MD,FF,83595466,"FF (MD, V)"
9210,8.071064211630457,MRE,CCN,1,137440780,P,opt,FF,87650217,"FF (opt, P)"
9217,8.302933863298689,ZON,c1c[nH]cn1,1,137443629,P,opt,FF,83508369,"FF (opt, P)"
9221,8.489827849833862,SOD,CCN(CC)CC,1,84740720,P,opt,DFT,83500743,"DFT (opt, P)"
9222,8.614997767673236,SBN,c1ccncc1,2,137449353,V,frz,FF,83609204,"FF (frz, V)"
9225,8.771564778442263,MOR,c1ccncc1,7,137358531,V,MD,FF,87638956,"FF (MD, V)"
9232,9.157546437815498,JSW,C1CN2CCN1CC2,3,137440698,P,frz,FF,87646614,"FF (frz, P)"
9236,9.33180358172039,RTH,C1CNCCN1,2,137491982,P,opt,FF,83545667,"FF (opt, P)"
9245,9.84554688242951,SBN,c1ccncc1,1,137358094,V,frz,FF,83609200,"FF (frz, V)"
9246,9.876020322165312,PHI,CN1CCN(C)CC1,2,137354318,V,opt,FF,83521925,"FF (opt, V)"
9252,10.167887093573727,AFI,CNC,3,137448254,P,MD,FF,83494066,"FF (MD, P)"
9267,10.847411325794244,SOD,CCN,2,137448248,P,frz,FF,83493434,"FF (frz, P)"
9276,11.416966557461457,NAT,C1CN2CCN1CC2,1,147626241,P,opt,DFT,83526160,"DFT (opt, P)"
9277,11.460641600542656,PON,CN,3,137442799,P,opt,FF,83500046,"FF (opt, P)"
9280,11.672260413387551,PON,CN,3,137442799,P,MD,FF,83500046,"FF (MD, P)"
9284,11.799710297547291,AWW,C1CCCNCC1,1,137491027,P,frz,FF,83519929,"FF (frz, P)"
9285,11.827008887964016,SBN,c1ccncc1,1,137449350,V,frz,FF,83609201,"FF (frz, V)"
9286,11.849028766749385,NAT,C1CN2CCN1CC2,4,84743712,P,opt,DFT,83526169,"DFT (opt, P)"
9292,11.999051372252156,SOD,c1c[nH]cn1,2,137441129,P,frz,FF,83497240,"FF (frz, P)"
9310,12.736395938441351,LAU,C1CCNC1,2,137443625,P,MD,FF,83508366,"FF (MD, P)"
9311,12.76785746485688,THO,C[C@@H](N)CN,2,137443800,P,frz,FF,83538685,"FF (frz, P)"
9312,12.792919525652293,SBN,c1ccncc1,2,137446987,V,frz,FF,83609205,"FF (frz, V)"
9319,13.24252565991738,NAT,C1CN2CCN1CC2,1,148197245,V,opt,DFT,83526160,"DFT (opt, V)"
9335,13.996359643646016,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,148085380,V,opt,DFT,87641746,"DFT (opt, V)"
9351,14.90661079716422,JRY,CCNCC,1,137440542,P,frz,FF,83511738,"FF (frz, P)"
9353,14.944395449154106,RTH,C1CCCNCC1,2,137440835,P,MD,FF,83597302,"FF (MD, P)"
9360,15.277332674557583,PHI,C1CN2CCN1CC2,1,137441121,V,MD,FF,83595467,"FF (MD, V)"
9367,15.47210158490322,RTH,C1CCCNCC1,2,137440835,P,opt,FF,83597302,"FF (opt, P)"
9369,15.481705009604273,AWO,CCNCC,4,137446990,P,frz,FF,87650154,"FF (frz, P)"
9376,16.144474367239052,SOD,NCCNCCN,1,90664510,P,MD,DFT,87648706,"DFT (MD, P)"
9390,16.717041002094035,SOD,CN(C)C,2,137243207,P,opt,FF,87650380,"FF (opt, P)"
9393,16.993637689831882,MRE,CCN,1,137440780,P,MD,FF,87650217,"FF (MD, P)"
9397,17.39233346588238,SBN,NCCNCCN,1,137348710,V,MD,FF,83593910,"FF (MD, V)"
9402,17.537687448845233,AWO,CCNCC,4,137494079,P,frz,FF,87650155,"FF (frz, P)"
9404,17.600813690388403,SBN,NCCNCCN,2,137443837,P,frz,FF,83593914,"FF (frz, P)"
9406,17.659076348378036,SOD,CCN(CC)CC,1,148085596,V,opt,DFT,83500743,"DFT (opt, V)"
9407,17.706019349098582,ATO,CN(C)C,2,137446975,P,frz,FF,87647524,"FF (frz, P)"
9409,17.73418447183271,AWO,C1CCNC1,8,137358525,V,MD,FF,87640186,"FF (MD, V)"
9411,17.881760597970302,CHA,CCN(C(C)C)C(C)C,2,137446163,P,opt,FF,87638165,"FF (opt, P)"
9418,18.387384807006512,RTH,C1CNCCN1,2,137443818,P,MD,FF,83545666,"FF (MD, P)"
9424,18.82455303236032,EAB,CCCNCCC,3,137441154,P,frz,FF,87640733,"FF (frz, P)"
9429,19.381774520683486,RTH,C1CNCCN1,2,137491982,P,MD,FF,83545667,"FF (MD, P)"
9445,20.102852484152454,CHA,C[C@@H]1CNC[C@H](C)C1,2,137440706,P,MD,FF,87646691,"FF (MD, P)"
9454,21.007306609205557,MOR,c1ccncc1,7,137358531,V,opt,FF,87638956,"FF (opt, V)"
9473,21.97802828041504,SOD,C1CN2CCN1CC2,1,137339924,V,opt,FF,83525772,"FF (opt, V)"
9478,22.143820445941266,SBN,c1ccncc1,2,137449352,V,frz,FF,83609203,"FF (frz, V)"
9482,22.52781415329104,SOD,CCN,1,137448246,P,frz,FF,83493431,"FF (frz, P)"
9492,23.35656150716226,AWO,C1CCNC1,8,137447058,P,frz,FF,87640186,"FF (frz, P)"
9498,23.654889038335806,SOD,CC(C)NC(C)C,1,147625159,P,opt,DFT,87649943,"DFT (opt, P)"
9499,23.704650375133262,SOD,NCCNCCN,1,137334807,V,frz,FF,87648706,"FF (frz, V)"
9503,23.79411879639989,THO,NCCCN,2,137494523,P,frz,FF,83600137,"FF (frz, P)"
9505,23.996022515299686,ATO,CN(C)C,2,137446975,P,MD,FF,87647524,"FF (MD, P)"
9515,24.420192455886255,SOD,CN(C)C,2,137243207,P,MD,FF,87650380,"FF (MD, P)"
9516,24.426769153098622,SBN,NCCNCCN,2,137354386,V,opt,FF,83593914,"FF (opt, V)"
9524,24.879609475155725,EAB,CCCN,4,137440365,P,opt,FF,87649370,"FF (opt, P)"
9541,25.98043890700066,THO,NCCCN,2,137440852,P,frz,FF,83600135,"FF (frz, P)"
9542,26.15127001815047,NAT,C1CN2CCN1CC2,4,148454089,V,opt,DFT,83526169,"DFT (opt, V)"
9543,26.258409242588144,OFF,CCN(C(C)C)C(C)C,1,137447060,P,frz,FF,87640751,"FF (frz, P)"
9555,26.922649166615386,VET,NC1CCCC1,1,137440397,P,MD,FF,83596202,"FF (MD, P)"
9560,27.300254168832367,SOD,C1CN2CCN1CC2,2,137340214,V,MD,FF,83525775,"FF (MD, V)"
9564,27.69510101801761,CHA,C1CCNC1,3,137440760,P,MD,FF,87647694,"FF (MD, P)"
9571,28.466808570444268,THO,C[C@@H](N)CN,1,137503080,P,frz,FF,83538682,"FF (frz, P)"
9574,28.60334847871629,LOS,C1COCCN1,3,137446097,V,frz,FF,87648069,"FF (frz, V)"
9575,28.676927537356363,LTA,NC1CCCCC1,3,88904894,P,opt,DFT,83508614,"DFT (opt, P)"
9588,29.622116988611253,GME,C1CNCCN1,1,137441130,P,opt,FF,83497296,"FF (opt, P)"
9601,30.240973804554383,TON,c1ccncc1,1,137232176,P,opt,FF,83530453,"FF (opt, P)"
9610,30.716000115862986,GME,NCCNCCNCCN,1,137501649,P,MD,FF,83494329,"FF (MD, P)"
9618,31.192091796040938,RTH,CN1CCCCC1,2,138025354,P,opt,FF,83596519,"FF (opt, P)"
9623,31.423022178973493,GME,C1CNCCN1,1,137441130,P,MD,FF,83497296,"FF (MD, P)"
9625,31.549326265889707,LTA,C1N2CN3CN1CN(C2)C3,2,137442366,V,opt,FF,83494300,"FF (opt, V)"
9640,32.5459117070434,PHI,CN1CCN(C)CC1,2,137355728,V,MD,FF,83521926,"FF (MD, V)"
9646,33.10841357379187,GME,CCNCC,5,137222822,P,frz,FF,87649139,"FF (frz, P)"
9648,33.41747815864552,SBN,NCCNCCN,2,137354386,V,MD,FF,83593914,"FF (MD, V)"
9656,33.90731880928648,SOD,C1CN2CCN1CC2,1,137440430,V,MD,FF,83525771,"FF (MD, V)"
9657,34.005774868031075,OFF,C1CN2CCN1CC2,2,137440713,P,frz,FF,87646956,"FF (frz, P)"
9660,34.15103942687325,SOD,C1CN2CCN1CC2,1,137339924,V,MD,FF,83525772,"FF (MD, V)"
9673,34.845549982905446,PHI,C1CN2CCN1CC2,2,137440461,V,MD,FF,83595469,"FF (MD, V)"
9674,34.93995437989143,PHI,C1COCCN1,1,137260382,P,frz,FF,83522286,"FF (frz, P)"
9679,35.072103241438136,SBN,c1ccncc1,3,147624725,P,opt,DFT,83609206,"DFT (opt, P)"
9681,35.17348776002165,LTA,NC1CCCCC1,3,148085699,V,opt,DFT,83508614,"DFT (opt, V)"
9693,35.86345007272636,DFT,CNC,1,137448171,P,frz,FF,83496980,"FF (frz, P)"
9699,36.09112261315472,AFY,CCN(CC)CC,1,137327460,V,opt,FF,83496875,"FF (opt, V)"
9702,36.26816641379622,ATN,CCN(CC)CC,1,147616843,P,opt,DFT,83513269,"DFT (opt, P)"
9708,36.481258093285824,AFY,CCN(CC)CC,1,137330573,V,opt,FF,83496873,"FF (opt, V)"
9717,37.23256705628562,DFT,CNC,1,137441127,P,frz,FF,83496982,"FF (frz, P)"
9719,37.24278195667594,DFT,CNC,1,137448173,P,frz,FF,83496981,"FF (frz, P)"
9724,37.45772422452947,AFY,CCN(CC)CC,1,137358552,V,opt,FF,83496874,"FF (opt, V)"
9728,37.86534670330765,SBN,NCCNCCN,1,137348710,V,opt,FF,83593910,"FF (opt, V)"
9732,37.95465158196908,SOD,CCN(CC)CC,1,147628217,P,opt,DFT,83500744,"DFT (opt, P)"
9746,38.66749410085182,OFF,c1ccncc1,3,148085754,V,opt,DFT,87639115,"DFT (opt, V)"
9771,40.29973738388133,PHI,C1CNCCN1,7,137323220,V,frz,FF,83547572,"FF (frz, V)"
9772,40.39309988357783,MTW,C1CN2CCN1CC2,1,137441132,P,frz,FF,83497317,"FF (frz, P)"
9777,40.70166474797256,LOS,c1ccncc1,3,137446156,V,opt,FF,87641097,"FF (opt, V)"
9782,40.812113418748964,SOD,CC(C)NC(C)C,1,148085742,V,opt,DFT,87649943,"DFT (opt, V)"
9797,41.58326969297386,RTH,CN1CCCCC1,2,138025354,P,MD,FF,83596519,"FF (MD, P)"
9802,41.8155746940887,PHI,c1c[nH]cn1,2,137443806,P,opt,FF,83542695,"FF (opt, P)"
