ID,Framework,Total Energy (kJ/mol Si),Method,Optimizer
137335678,SBT,140.88614330216586,MD,BFGS + RFO (G < 0.15)
137320495,SEW,173.0877960089988,MD,BFGS + RFO (G < 0.05)
137355182,SEW,159.22972919424285,opt,CG + RFO (G < 0.10)
137320495,SEW,158.18760037600163,opt,BFGS + RFO (G < 0.05)
137349175,SEW,158.46035244947066,opt,BFGS + RFO (G < 0.15)
137349175,SEW,173.3781255970041,MD,BFGS + RFO (G < 0.15)
137355182,SEW,173.34070941934954,MD,CG + RFO (G < 0.10)
137369158,SFE,183.54624848435165,opt,Lower + RFO
137369158,SFE,191.84070740555813,MD,Lower + RFO
137322807,SFE,181.59248886028104,opt,BFGS + RFO (G < 0.05)
137322807,SFE,189.49346552409978,MD,BFGS + RFO (G < 0.05)
137340859,SFE,181.59248886028104,opt,BFGS + RFO (G < 0.15)
137340859,SFE,189.49346552409978,MD,BFGS + RFO (G < 0.15)
137363253,SFF,172.31913214056368,MD,CG + RFO (G < 0.10)
137363253,SFF,157.22289407972124,opt,CG + RFO (G < 0.10)
137347767,SFF,172.7480519546096,MD,BFGS + RFO (G < 0.05)
137371980,SFF,159.3769314097007,opt,BFGS + RFO (G < 0.15)
137347767,SFF,157.48929413744386,opt,BFGS + RFO (G < 0.05)
137314978,SFF,157.48930291157728,opt,Lower + RFO
137314978,SFF,172.73409001887507,MD,Lower + RFO
137371980,SFF,172.418592633844,MD,BFGS + RFO (G < 0.15)
137330570,SFG,186.85943365441608,MD,Lower + RFO
137330570,SFG,177.46255492537756,opt,Lower + RFO
137367461,SFG,174.7897434916462,opt,CG + RFO (G < 0.10)
137367461,SFG,187.72850469531502,MD,CG + RFO (G < 0.10)
137334899,SFG,186.41685402061586,MD,BFGS + RFO (G < 0.05)
137338128,SFG,187.32028162738285,MD,BFGS + RFO (G < 0.15)
137338128,SFG,175.9230545616522,opt,BFGS + RFO (G < 0.15)
137334899,SFG,176.49138437765654,opt,BFGS + RFO (G < 0.05)
137364761,SFH,166.79658086070677,opt,CG + RFO (G < 0.10)
137364761,SFH,181.97539258380905,MD,CG + RFO (G < 0.10)
137344980,SFH,166.79644437921232,opt,BFGS + RFO (G < 0.05)
137344980,SFH,181.96569957330058,MD,BFGS + RFO (G < 0.05)
137345374,SFH,184.91608711312693,MD,Lower + RFO
137345374,SFH,172.38500028481565,opt,Lower + RFO
137339868,SFH,166.79645432926054,opt,BFGS + RFO (G < 0.15)
137339868,SFH,181.9751548077182,MD,BFGS + RFO (G < 0.15)
137343628,SFN,167.09748732376133,opt,BFGS + RFO (G < 0.05)
137357301,SFN,169.30607368237187,opt,Lower + RFO
137357301,SFN,190.06522391609496,MD,Lower + RFO
137328239,SFN,182.22211942079957,MD,BFGS + RFO (G < 0.15)
137328239,SFN,167.09748729360965,opt,BFGS + RFO (G < 0.15)
137343628,SFN,182.21051339087037,MD,BFGS + RFO (G < 0.05)
137357424,SFN,188.05348066312933,MD,CG + RFO (G < 0.10)
137357424,SFN,172.8374624748895,opt,CG + RFO (G < 0.10)
137346501,SFO,141.8355634078751,opt,Lower + RFO
137322020,SFO,141.83556313651013,opt,BFGS + RFO (G < 0.15)
137322020,SFO,156.9469381124111,MD,BFGS + RFO (G < 0.15)
137323785,SFO,141.83556337772342,opt,BFGS + RFO (G < 0.05)
137323785,SFO,156.9463429817945,MD,BFGS + RFO (G < 0.05)
137346501,SFO,156.94683450972883,MD,Lower + RFO
137343786,SFO,141.83556319681347,opt,CG + RFO (G < 0.10)
137343786,SFO,156.95653820047,MD,CG + RFO (G < 0.10)
137357480,SFS,177.99530208832667,MD,BFGS + RFO (G < 0.15)
137330622,SFS,163.3498599142535,opt,CG + RFO (G < 0.10)
137330622,SFS,178.55706137426824,MD,CG + RFO (G < 0.10)
137357480,SFS,162.77064905243466,opt,BFGS + RFO (G < 0.15)
137355712,SFS,178.54638522488546,MD,Lower + RFO
137352836,SFS,178.29492021639203,MD,BFGS + RFO (G < 0.05)
137352836,SFS,163.01092924293926,opt,BFGS + RFO (G < 0.05)
137355712,SFS,163.3058105426086,opt,Lower + RFO
137335180,SFW,187.05093163397305,MD,CG + RFO (G < 0.10)
137364635,SFW,187.05225764165638,MD,Lower + RFO
137364635,SFW,171.80758560499567,opt,Lower + RFO
137335180,SFW,171.78582269876742,opt,CG + RFO (G < 0.10)
137324649,SFW,171.80755941995298,opt,BFGS + RFO (G < 0.05)
137355983,SFW,187.07337809040388,MD,BFGS + RFO (G < 0.15)
137324649,SFW,187.02847272131444,MD,BFGS + RFO (G < 0.05)
137355983,SFW,171.87264267851793,opt,BFGS + RFO (G < 0.15)
137321571,SGT,201.38816363406633,MD,BFGS + RFO (G < 0.05)
137321571,SGT,190.94679446954075,opt,BFGS + RFO (G < 0.05)
137367386,SIV,191.59850018332978,MD,Lower + RFO
137367386,SIV,179.67471369966523,opt,Lower + RFO
137362042,SIV,189.78185477386532,MD,CG + RFO (G < 0.10)
137362042,SIV,174.55363572247848,opt,CG + RFO (G < 0.10)
137363194,SIV,190.38399554972128,MD,BFGS + RFO (G < 0.15)
137359689,SIV,189.7779203063444,MD,BFGS + RFO (G < 0.05)
137359689,SIV,179.46354827412202,opt,BFGS + RFO (G < 0.05)
137363194,SIV,179.61195805219015,opt,BFGS + RFO (G < 0.15)
137316473,SOD,200.4839018632084,opt,Lower + RFO
137316473,SOD,215.43050651741422,MD,Lower + RFO
137339951,SOD,215.4742713683023,MD,BFGS + RFO (G < 0.15)
137339951,SOD,200.4839019436128,opt,BFGS + RFO (G < 0.15)
137322922,SOD,215.47447517673947,MD,CG + RFO (G < 0.10)
137322922,SOD,200.4839018632084,opt,CG + RFO (G < 0.10)
137350101,SOD,200.4839019436128,opt,BFGS + RFO (G < 0.05)
137350101,SOD,215.4742713683023,MD,BFGS + RFO (G < 0.05)
137367697,SOF,165.04548185897903,MD,BFGS + RFO (G < 0.15)
137367697,SOF,149.94079319045906,opt,BFGS + RFO (G < 0.15)
137369827,SOF,149.8079738444115,opt,BFGS + RFO (G < 0.05)
137369827,SOF,164.91637175046705,MD,BFGS + RFO (G < 0.05)
137317515,SOF,150.11214551528278,opt,CG + RFO (G < 0.10)
137317515,SOF,165.22048971372854,MD,CG + RFO (G < 0.10)
137370259,SOR,172.42058952173173,MD,Lower + RFO
137366514,SOR,157.1640578969392,opt,CG + RFO (G < 0.10)
137370259,SOR,157.16400452849885,opt,Lower + RFO
137366514,SOR,172.4922543405271,MD,CG + RFO (G < 0.10)
137357495,SOR,172.4893316390338,MD,BFGS + RFO (G < 0.05)
137343947,SOR,172.60495171436892,MD,BFGS + RFO (G < 0.15)
137343947,SOR,157.16521244424902,opt,BFGS + RFO (G < 0.15)
137357495,SOR,157.1642836524772,opt,BFGS + RFO (G < 0.05)
137356509,SOS,97.02761314832557,opt,BFGS + RFO (G < 0.05)
137323799,SOS,97.02761306792115,opt,CG + RFO (G < 0.10)
137323799,SOS,112.20157707404744,MD,CG + RFO (G < 0.10)
137356509,SOS,112.16266844868377,MD,BFGS + RFO (G < 0.05)
137344909,SOS,97.02761306792115,opt,Lower + RFO
137344909,SOS,112.25832218865249,MD,Lower + RFO
137339619,SOS,97.02761306792115,opt,BFGS + RFO (G < 0.15)
137339619,SOS,112.08909743088631,MD,BFGS + RFO (G < 0.15)
137340906,SOV,175.269204746264,MD,BFGS + RFO (G < 0.15)
137348040,SOV,174.5543769986619,MD,BFGS + RFO (G < 0.05)
137340906,SOV,159.9932511291872,opt,BFGS + RFO (G < 0.15)
137348040,SOV,159.36881107737312,opt,BFGS + RFO (G < 0.05)
137364102,SOV,174.09673565498778,MD,Lower + RFO
137364102,SOV,160.64923514792994,opt,Lower + RFO
137347108,SOV,160.06494705326472,opt,CG + RFO (G < 0.10)
137347108,SOV,175.24601949752773,MD,CG + RFO (G < 0.10)
137334103,SSF,186.803667417407,MD,BFGS + RFO (G < 0.15)
137334103,SSF,172.3654894843339,opt,BFGS + RFO (G < 0.15)
137364577,SSF,186.8056104814157,MD,BFGS + RFO (G < 0.05)
137364577,SSF,171.77601745001346,opt,BFGS + RFO (G < 0.05)
137330791,SSF,186.8190723382266,MD,Lower + RFO
137330791,SSF,190.26856804828518,opt,Lower + RFO
137329392,SSF,186.60188771619636,MD,CG + RFO (G < 0.10)
137329392,SSF,175.2297583244157,opt,CG + RFO (G < 0.10)
137357511,SSO,142.07682318343655,MD,CG + RFO (G < 0.10)
137357511,SSO,126.87882057455661,opt,CG + RFO (G < 0.10)
137350607,SSO,141.77471216732363,MD,BFGS + RFO (G < 0.05)
137350607,SSO,127.76386533869994,opt,BFGS + RFO (G < 0.05)
137360611,SSO,141.535132808192,MD,BFGS + RFO (G < 0.15)
137360611,SSO,127.31982006838699,opt,BFGS + RFO (G < 0.15)
137336024,SSY,177.06224859375556,opt,BFGS + RFO (G < 0.15)
137336024,SSY,191.31027146021344,MD,BFGS + RFO (G < 0.15)
137350128,SSY,177.0622485592965,opt,BFGS + RFO (G < 0.05)
137357265,SSY,191.25926344735393,MD,CG + RFO (G < 0.10)
137357265,SSY,177.0622487315917,opt,CG + RFO (G < 0.10)
137350128,SSY,191.4314715926968,MD,BFGS + RFO (G < 0.05)
137338591,SSY,191.3509003767216,MD,Lower + RFO
137338591,SSY,177.06224845591942,opt,Lower + RFO
137369171,STF,175.64597426561758,opt,CG + RFO (G < 0.10)
137369171,STF,190.14541485429535,MD,CG + RFO (G < 0.10)
137358881,STF,177.1971254211073,opt,Lower + RFO
137372967,STF,188.70478518629727,MD,BFGS + RFO (G < 0.05)
137358881,STF,187.68838851200212,MD,Lower + RFO
137360168,STF,174.76856849255873,opt,BFGS + RFO (G < 0.15)
137360168,STF,188.70478518629727,MD,BFGS + RFO (G < 0.15)
137372967,STF,174.76856849255873,opt,BFGS + RFO (G < 0.05)
137322146,STI,175.83369994082153,MD,BFGS + RFO (G < 0.15)
137322146,STI,161.35257764221498,opt,BFGS + RFO (G < 0.15)
137340672,STI,175.99621608768123,MD,BFGS + RFO (G < 0.05)
137340672,STI,160.94214043215922,opt,BFGS + RFO (G < 0.05)
137341542,STI,160.97434098585006,opt,CG + RFO (G < 0.10)
137341542,STI,175.83452339712028,MD,CG + RFO (G < 0.10)
137324362,STT,163.86201846734033,opt,Lower + RFO
137324362,STT,178.7981833833573,MD,Lower + RFO
137338849,STT,178.9676053548253,MD,BFGS + RFO (G < 0.05)
137338849,STT,163.862018407037,opt,BFGS + RFO (G < 0.05)
137336167,STT,178.59545227958623,MD,CG + RFO (G < 0.10)
137336167,STT,163.36757672240108,opt,CG + RFO (G < 0.10)
137357938,STT,178.73117186628437,MD,BFGS + RFO (G < 0.15)
137357938,STT,164.20092797864942,opt,BFGS + RFO (G < 0.15)
137351012,STW,151.03472046482938,opt,BFGS + RFO (G < 0.15)
137327699,STW,152.39659625759484,opt,BFGS + RFO (G < 0.05)
137327699,STW,166.56589696875835,MD,BFGS + RFO (G < 0.05)
137371461,STW,153.33446901829495,opt,Lower + RFO
137371461,STW,166.29956723895813,MD,Lower + RFO
137351012,STW,166.18230152985183,MD,BFGS + RFO (G < 0.15)
137366795,STW,151.15068015171332,opt,CG + RFO (G < 0.10)
137366795,STW,166.3042947337191,MD,CG + RFO (G < 0.10)
137336528,SVR,155.0540005559404,MD,CG + RFO (G < 0.10)
137338627,SVR,142.54895097990112,opt,BFGS + RFO (G < 0.05)
137338627,SVR,156.9533304245995,MD,BFGS + RFO (G < 0.05)
137336528,SVR,139.80143984434412,opt,CG + RFO (G < 0.10)
137369335,SVR,142.53041329353553,opt,Lower + RFO
137369335,SVR,157.1660472723447,MD,Lower + RFO
137324536,SVR,141.6177356566204,opt,BFGS + RFO (G < 0.15)
137324536,SVR,155.9765763842493,MD,BFGS + RFO (G < 0.15)
137352858,SVV,163.49950695066337,opt,BFGS + RFO (G < 0.15)
137352858,SVV,178.8251162823009,MD,BFGS + RFO (G < 0.15)
137318903,SVV,177.45822408041124,MD,BFGS + RFO (G < 0.05)
137316934,SVV,177.4629152644908,MD,CG + RFO (G < 0.10)
137316934,SVV,165.76657596669992,opt,CG + RFO (G < 0.10)
137318903,SVV,162.74898072478868,opt,BFGS + RFO (G < 0.05)
137333228,SVV,163.25405530229426,opt,Lower + RFO
137333228,SVV,178.14786960460856,MD,Lower + RFO
137324510,SWY,176.57845203782063,opt,BFGS + RFO (G < 0.05)
137334060,SWY,186.24811078268354,MD,CG + RFO (G < 0.10)
137334060,SWY,171.17160339146153,opt,CG + RFO (G < 0.10)
137324510,SWY,190.34790637137485,MD,BFGS + RFO (G < 0.05)
137357702,SWY,187.63341610940108,MD,BFGS + RFO (G < 0.15)
137357702,SWY,174.29292095478712,opt,BFGS + RFO (G < 0.15)
137367756,SWY,188.98260189117204,MD,Lower + RFO
137367756,SWY,186.4591454386491,opt,Lower + RFO
137359884,SZR,202.08057448546896,MD,CG + RFO (G < 0.10)
137359884,SZR,188.71818872953654,opt,CG + RFO (G < 0.10)
137349443,SZR,203.12306118188263,MD,BFGS + RFO (G < 0.05)
137349443,SZR,187.91986603671336,opt,BFGS + RFO (G < 0.05)
137333415,SZR,198.56903589590175,MD,Lower + RFO
137333415,SZR,185.271200889193,opt,Lower + RFO
137356573,SZR,187.919876810907,opt,BFGS + RFO (G < 0.15)
137356573,SZR,203.11057594590974,MD,BFGS + RFO (G < 0.15)
137352906,TER,172.1664274916182,opt,BFGS + RFO (G < 0.05)
137352906,TER,187.42801736116587,MD,BFGS + RFO (G < 0.05)
137363934,TER,172.1440080430177,opt,CG + RFO (G < 0.10)
137318496,TER,172.1664306153303,opt,Lower + RFO
137363934,TER,187.30470821970462,MD,CG + RFO (G < 0.10)
137358485,TER,172.95609378187646,opt,BFGS + RFO (G < 0.15)
137358485,TER,187.28823890311622,MD,BFGS + RFO (G < 0.15)
137318496,TER,187.42882331379238,MD,Lower + RFO
137362498,THO,194.18823113809665,MD,BFGS + RFO (G < 0.05)
137359556,THO,193.96322556242424,MD,Lower + RFO
137359556,THO,178.96881381082548,opt,Lower + RFO
137362498,THO,222.65926790979583,opt,BFGS + RFO (G < 0.05)
139607206,THO,182.02904716123373,opt,BFGS + RFO (G < 0.15)
137327723,THO,182.02904725771901,opt,CG + RFO (G < 0.10)
137327723,THO,194.04622768659715,MD,CG + RFO (G < 0.10)
139587288,TON,200.75075958294593,opt,BFGS + RFO (G < 0.05)
139601942,TON,200.7507952423106,opt,BFGS + RFO (G < 0.15)
137346135,TON,215.10959017171356,MD,CG + RFO (G < 0.10)
137346135,TON,200.75078302083725,opt,CG + RFO (G < 0.10)
137360400,TUN,159.10170627733518,opt,BFGS + RFO (G < 0.15)
137360400,TUN,173.8443031392069,MD,BFGS + RFO (G < 0.15)
137325567,TUN,172.98023594884953,MD,CG + RFO (G < 0.10)
137316735,TUN,173.61198725001248,MD,BFGS + RFO (G < 0.05)
137316735,TUN,159.10170918194518,opt,BFGS + RFO (G < 0.05)
137364984,TUN,159.1015556346105,opt,Lower + RFO
137364984,TUN,173.66280234491876,MD,Lower + RFO
137325567,TUN,158.75203755277175,opt,CG + RFO (G < 0.10)
137335229,UEI,170.95204363120712,opt,BFGS + RFO (G < 0.15)
137343272,UEI,186.45738179013557,MD,CG + RFO (G < 0.10)
137343272,UEI,172.24646079877672,opt,CG + RFO (G < 0.10)
137335229,UEI,186.1481842574226,MD,BFGS + RFO (G < 0.15)
137321793,UEI,185.95008857878642,MD,BFGS + RFO (G < 0.05)
137321793,UEI,170.95204359100492,opt,BFGS + RFO (G < 0.05)
137348761,UFI,178.92156317872985,opt,Lower + RFO
137357936,UFI,178.9316817596385,opt,CG + RFO (G < 0.10)
137357936,UFI,194.08135969585203,MD,CG + RFO (G < 0.10)
137348761,UFI,194.0452806892785,MD,Lower + RFO
137365221,UFI,194.08113642293029,MD,BFGS + RFO (G < 0.15)
137365221,UFI,182.27924576352146,opt,BFGS + RFO (G < 0.15)
137325002,UFI,194.03120407330115,MD,BFGS + RFO (G < 0.05)
137325002,UFI,183.4098314175368,opt,BFGS + RFO (G < 0.05)
137361950,UOE,169.71578270635823,opt,BFGS + RFO (G < 0.05)
137361950,UOE,184.49213809316856,MD,BFGS + RFO (G < 0.05)
137342430,UOE,184.5489568367682,MD,Lower + RFO
137355414,UOE,165.8910334668341,opt,CG + RFO (G < 0.10)
137355414,UOE,180.89226391680086,MD,CG + RFO (G < 0.10)
137342430,UOE,169.71578270635823,opt,Lower + RFO
137372576,UOS,181.96991174127982,MD,Lower + RFO
137345837,UOS,166.5890502128968,opt,BFGS + RFO (G < 0.15)
137345837,UOS,181.600663410483,MD,BFGS + RFO (G < 0.15)
137348007,UOS,181.6001188430838,MD,BFGS + RFO (G < 0.05)
137348007,UOS,166.5506147646941,opt,BFGS + RFO (G < 0.05)
137372576,UOS,166.95742033446453,opt,Lower + RFO
137343233,UOS,166.58905017269458,opt,CG + RFO (G < 0.10)
137343233,UOS,181.64515627603873,MD,CG + RFO (G < 0.10)
137317271,UOZ,127.049602616104,MD,BFGS + RFO (G < 0.15)
137317271,UOZ,111.89215333260728,opt,BFGS + RFO (G < 0.15)
137338848,UOZ,126.88686836246976,MD,CG + RFO (G < 0.10)
137366535,UOZ,111.89215333260728,opt,Lower + RFO
137339679,UOZ,127.049602616104,MD,BFGS + RFO (G < 0.05)
137338848,UOZ,111.72788302996788,opt,CG + RFO (G < 0.10)
137339679,UOZ,111.89215333260728,opt,BFGS + RFO (G < 0.05)
137366535,UOZ,126.8904185117202,MD,Lower + RFO
137318435,USI,129.39288157466353,opt,BFGS + RFO (G < 0.05)
137318435,USI,144.5069626813904,MD,BFGS + RFO (G < 0.05)
137331341,USI,129.39288157466353,opt,CG + RFO (G < 0.10)
137331341,USI,144.50613227482435,MD,CG + RFO (G < 0.10)
137345292,USI,144.51309483230548,MD,Lower + RFO
137345292,USI,129.39284331823583,opt,Lower + RFO
137340566,UTL,169.66289495107648,MD,CG + RFO (G < 0.10)
137340566,UTL,155.58709818318113,opt,CG + RFO (G < 0.10)
137338881,UTL,170.14269689628873,MD,BFGS + RFO (G < 0.05)
137338881,UTL,155.72998331283296,opt,BFGS + RFO (G < 0.05)
137323524,UTL,169.15262495466024,MD,BFGS + RFO (G < 0.15)
137323524,UTL,156.0629200252376,opt,BFGS + RFO (G < 0.15)
137336572,UWY,168.49799777876518,opt,BFGS + RFO (G < 0.15)
137336572,UWY,182.44212177603941,MD,BFGS + RFO (G < 0.15)
137372419,UWY,170.63877246235856,opt,BFGS + RFO (G < 0.05)
137359496,UWY,185.84613578615907,MD,Lower + RFO
137359496,UWY,170.33079953537688,opt,Lower + RFO
137372419,UWY,184.83514943760107,MD,BFGS + RFO (G < 0.05)
137339980,UWY,171.695231304564,opt,CG + RFO (G < 0.10)
137339980,UWY,184.8546622063379,MD,CG + RFO (G < 0.10)
137363441,VET,133.84888506194642,opt,BFGS + RFO (G < 0.05)
137363441,VET,148.94735608467602,MD,BFGS + RFO (G < 0.05)
137326400,VET,148.94622793042535,MD,BFGS + RFO (G < 0.15)
137326400,VET,133.84888517545858,opt,BFGS + RFO (G < 0.15)
137328824,VET,133.84888506194642,opt,CG + RFO (G < 0.10)
137328824,VET,148.94820341085529,MD,CG + RFO (G < 0.10)
137372280,VFI,179.99352082038226,opt,BFGS + RFO (G < 0.15)
137337362,VFI,184.84049067445187,MD,BFGS + RFO (G < 0.05)
137372280,VFI,184.29992678316538,MD,BFGS + RFO (G < 0.15)
137341273,VFI,188.8395099076573,MD,CG + RFO (G < 0.10)
137341273,VFI,183.00531172393184,opt,CG + RFO (G < 0.10)
137337362,VFI,179.99354001023954,opt,BFGS + RFO (G < 0.05)
137327985,VFI,179.9935162373298,opt,Lower + RFO
137327985,VFI,184.26809141128774,MD,Lower + RFO
137343722,VNI,168.25992895036995,MD,BFGS + RFO (G < 0.05)
137343722,VNI,154.10363397195124,opt,BFGS + RFO (G < 0.05)
137347252,VNI,168.28959033324432,MD,Lower + RFO
137347252,VNI,154.11556941457496,opt,Lower + RFO
139584424,VSV,175.53555330086976,opt,BFGS + RFO (G < 0.15)
137338638,VSV,185.6646527535652,MD,CG + RFO (G < 0.10)
137338638,VSV,175.53555330086976,opt,CG + RFO (G < 0.10)
137366954,WEI,135.5008444368632,MD,BFGS + RFO (G < 0.05)
137366954,WEI,120.55053345515306,opt,BFGS + RFO (G < 0.05)
137329120,WEI,120.56029255891131,opt,BFGS + RFO (G < 0.15)
137329120,WEI,135.62088893732002,MD,BFGS + RFO (G < 0.15)
137343825,WEI,120.54846495470895,opt,Lower + RFO
137343825,WEI,135.47067647115713,MD,Lower + RFO
137341952,WEI,120.550533744609,opt,CG + RFO (G < 0.10)
137341952,WEI,135.5318296844177,MD,CG + RFO (G < 0.10)
137359089,WEN,173.5428501358642,MD,Lower + RFO
137340142,WEN,158.4030990209531,opt,BFGS + RFO (G < 0.15)
137340142,WEN,173.55069979861457,MD,BFGS + RFO (G < 0.15)
137359089,WEN,159.85965641073676,opt,Lower + RFO
137322348,WEN,158.40309784350518,opt,BFGS + RFO (G < 0.05)
137322957,WEN,158.40309872659114,opt,CG + RFO (G < 0.10)
137322957,WEN,173.51171842539344,MD,CG + RFO (G < 0.10)
137322348,WEN,173.49033292632623,MD,BFGS + RFO (G < 0.05)
137345542,YFI,172.87029291219386,opt,CG + RFO (G < 0.10)
137345542,YFI,187.6946432157708,MD,CG + RFO (G < 0.10)
137341356,YFI,187.03268878090654,MD,Lower + RFO
137351931,YFI,187.20481667221148,MD,BFGS + RFO (G < 0.05)
137341356,YFI,172.61701968973475,opt,Lower + RFO
137351931,YFI,172.71084490543905,opt,BFGS + RFO (G < 0.05)
137345251,YFI,173.2294158810893,opt,BFGS + RFO (G < 0.15)
137345251,YFI,187.0340438745938,MD,BFGS + RFO (G < 0.15)
139587850,YUG,247.0736606019728,opt,BFGS + RFO (G < 0.05)
137368346,YUG,247.07385146198828,opt,BFGS + RFO (G < 0.15)
137368346,YUG,204.90639786139428,MD,BFGS + RFO (G < 0.15)
137361861,YUG,189.50210239239354,opt,CG + RFO (G < 0.10)
137361861,YUG,203.23014183672953,MD,CG + RFO (G < 0.10)
137321119,ZON,158.60154476482296,MD,BFGS + RFO (G < 0.15)
137332596,ZON,143.96241268342754,opt,Lower + RFO
137332596,ZON,158.65737350334925,MD,Lower + RFO
137321119,ZON,143.96241391964566,opt,BFGS + RFO (G < 0.15)
137329592,ZON,143.96241253266925,opt,BFGS + RFO (G < 0.05)
137358061,ZON,143.9624126231242,opt,CG + RFO (G < 0.10)
137358061,ZON,158.67754879324582,MD,CG + RFO (G < 0.10)
137329592,ZON,158.65755072848367,MD,BFGS + RFO (G < 0.05)
